1.000000 0.000000
1.000000 0.094248
0.991117 0.188496
0.973352 0.281906
0.946783 0.373642
0.911568 0.462875
0.867943 0.548788
0.816221 0.630590
0.756789 0.707517
0.690108 0.778842
0.616703 0.843883
0.537169 0.902006
0.452157 0.952633
0.362374 0.995248
0.268574 1.029401
0.171555 1.054714
0.072150 1.070882
-0.028778 1.077682
-0.130347 1.074970
-0.231661 1.062685
-0.331816 1.040852
-0.429914 1.009579
-0.525065 0.969060
-0.616397 0.919574
-0.703064 0.861480
-0.784257 0.795218
-0.859204 0.721303
-0.927186 0.640325
-0.987535 0.552940
-1.039648 0.459867
-1.082990 0.361883
-1.117096 0.259813
-1.141583 0.154529
-1.156147 0.046938
-1.160571 -0.062027
-1.154725 -0.171408
-1.138570 -0.280238
-1.112158 -0.387546
-1.075633 -0.492364
-1.029229 -0.593740
-0.973270 -0.690743
-0.908169 -0.782471
-0.834423 -0.868064
-0.752610 -0.946707
-0.663385 -1.017639
-0.567475 -1.080161
-0.465672 -1.133644
-0.358828 -1.177533
-0.247848 -1.211352
-0.133681 -1.234711
-0.017312 -1.247310
0.100244 -1.248942
0.217954 -1.239494
0.334773 -1.218952
0.449657 -1.187401
0.561567 -1.145022
0.669482 -1.092095
0.772410 -1.028998
0.869391 -0.956200
0.959511 -0.874262
1.041908 -0.783830
1.115782 -0.685633
1.180401 -0.580473
1.235110 -0.469222
1.279333 -0.352816
1.312585 -0.232242
1.334473 -0.108534
1.344702 0.017238
1.343078 0.143973
1.329509 0.270555
1.304009 0.395858
1.266701 0.518758
1.217809 0.638142
1.157665 0.752918
1.086705 0.862025
1.005461 0.964444
0.914564 1.059207
0.814736 1.145402
0.706784 1.222190
0.591596 1.288802
0.470129 1.344559
0.343407 1.388868
0.212510 1.421233
0.078561 1.441261
-0.057274 1.448666
-0.193808 1.443268
-0.329833 1.425002
-0.464136 1.393916
-0.595509 1.350172
-0.722760 1.294047
-0.844721 1.225928
-0.960262 1.146315
-1.068300 1.055812
-1.167808 0.955128
-1.257826 0.845064
-1.337472 0.726517
-1.405944 0.600463
-1.462537 0.467956
-1.506640 0.330115
-1.537753 0.188118
-1.555483 0.043188
-1.559553 -0.103413
-1.549807 -0.250397
-1.526207 -0.396463
-1.488842 -0.540305
-1.437919 -0.680625
-1.373772 -0.816145
-1.296852 -0.945620
-1.207729 -1.067846
-1.107087 -1.181672
-0.995717 -1.286012
-0.874513 -1.379856
-0.744465 -1.462277
-0.606649 -1.532441
-0.462219 -1.589617
-0.312402 -1.633180
-0.158478 -1.662623
-0.001780 -1.677559
0.156327 -1.677727
0.314449 -1.662993
0.471182 -1.633357
0.625122 -1.588949
0.774877 -1.530033
0.919080 -1.457003
1.056399 -1.370381
1.185554 -1.270818
1.305326 -1.159082
1.414567 -1.036058
1.512213 -0.902738
1.597294 -0.760216
1.668943 -0.609674
1.726403 -0.452380
1.769039 -0.289670
1.796340 -0.122942
1.807927 0.046359
1.803558 0.216752
1.783129 0.386733
1.746681 0.554789
1.694393 0.719410
1.626590 0.879103
1.543737 1.032405
1.446435 1.177899
1.335420 1.314222
1.211558 1.440083
1.075833 1.554269
0.929347 1.655664
0.773304 1.743253
0.609006 1.816135
0.437840 1.873533
0.261263 1.914798
0.080798 1.939422
-0.101988 1.947037
-0.285492 1.937425
-0.468090 1.910518
-0.648152 1.866401
-0.824056 1.805314
-0.994203 1.727649
-1.157030 1.633947
-1.311026 1.524900
-1.454745 1.401339
-1.586818 1.264232
-1.705969 1.114678
-1.811025 0.953894
-1.900927 0.783209
-1.974743 0.604051
-2.031673 0.417936
-2.071063 0.226455
-2.092406 0.031262
-2.095352 -0.165942
-2.079712 -0.363425
-2.045460 -0.559433
-1.992735 -0.752213
-1.921841 -0.940024
-1.833245 -1.121153
-1.727579 -1.293932
-1.605629 -1.456753
-1.468333 -1.608080
-1.316775 -1.746467
-1.152175 -1.870570
-0.975878 -1.979160
-0.789346 -2.071134
-0.594146 -2.145528
-0.391935 -2.201525
-0.184446 -2.238464
0.026524 -2.255848
0.239133 -2.253348
0.451506 -2.230811
0.661755 -2.188257
0.867993 -2.125888
1.068353 -2.044082
1.261004 -1.943392
1.444164 -1.824545
1.616123 -1.688436
1.775255 -1.536120
1.920030 -1.368806
2.049037 -1.187847
2.160989 -0.994730
2.254740 -0.791062
2.329296 -0.578557
2.383824 -0.359026
2.417661 -0.134356
