1.000000 0.000000
1.000000 0.188496
0.964469 0.370294
0.894671 0.538935
0.793084 0.688428
0.663318 0.813461
0.509984 0.909590
0.338531 0.973402
0.155049 1.002628
-0.033942 0.996230
-0.221727 0.954435
-0.401634 0.878729
-0.567270 0.771801
-0.712752 0.637451
-0.832908 0.480451
-0.923471 0.306381
-0.981223 0.121425
-1.004111 -0.067845
-0.991322 -0.254705
-0.943311 -0.432515
-0.861784 -0.594958
-0.749637 -0.736261
-0.610855 -0.851404
-0.450369 -0.936297
-0.273881 -0.987923
-0.087662 -1.004446
0.101671 -0.985282
0.287393 -0.931110
0.462903 -0.843855
0.621965 -0.726617
0.758929 -0.583562
0.868928 -0.419773
0.948054 -0.241069
0.993494 -0.053800
1.003635 0.135381
0.978116 0.319752
0.917845 0.492761
0.824961 0.648263
0.702767 0.780731
0.555602 0.885460
0.388697 0.958727
0.207981 0.997931
0.019876 1.001677
-0.168936 0.969834
-0.351745 0.903531
-0.522057 0.805126
-0.673820 0.678114
-0.801641 0.527008
-0.900980 0.357177
-0.968306 0.174656
-1.001228 -0.014071
-0.998576 -0.202298
-0.960443 -0.383337
-0.888186 -0.550757
-0.784371 -0.698607
-0.652687 -0.821636
-0.497812 -0.915471
-0.325250 -0.976779
-0.141131 -1.003382
0.048002 -0.994333
0.235429 -0.949956
0.414492 -0.871826
0.578827 -0.762720
0.722596 -0.626514
0.840691 -0.468047
0.928916 -0.292950
0.984136 -0.107445
1.004389 0.081878
0.988955 0.268291
0.938384 0.445173
0.854471 0.606236
0.740198 0.745760
0.599625 0.858787
0.437748 0.941301
0.260317 0.990369
0.073636 1.004249
-0.115660 0.982448
-0.300847 0.925740
-0.475345 0.836139
-0.632953 0.716830
-0.768073 0.572052
-0.875902 0.406948
-0.952610 0.227386
-0.995471 0.039744
-1.002963 -0.149310
-0.974818 -0.333059
-0.912038 -0.504974
-0.816853 -0.658948
-0.692644 -0.789508
-0.543825 -0.892017
-0.375684 -0.962831
-0.194195 -0.999436
-0.005805 -1.000530
0.182790 -0.966075
0.364891 -0.897295
0.534027 -0.796633
0.684189 -0.667667
0.810041 -0.514978
0.907112 -0.343991
0.971953 -0.160782
1.002260 0.028139
