1.01007 2.02312 2.99603
1.02026 2.04647 2.9921
1.03059 2.07005 2.98823
1.04105 2.09388 2.98442
1.05165 2.11795 2.98066
1.06238 2.14227 2.97695
1.07324 2.16684 2.9733
1.08425 2.19166 2.96971
1.09539 2.21673 2.96617
1.10668 2.24207 2.9627
1.1181 2.26767 2.95929
1.12967 2.29353 2.95593
1.14138 2.31966 2.95264
1.15323 2.34607 2.94942
1.16524 2.37275 2.94626
1.17739 2.39971 2.94316
1.18968 2.42695 2.94014
1.20213 2.45448 2.93718
1.21473 2.4823 2.93429
1.22748 2.51042 2.93147
1.24039 2.53883 2.92873
1.25345 2.56754 2.92606
1.26667 2.59655 2.92346
1.28005 2.62587 2.92094
1.29359 2.65551 2.9185
1.30729 2.68545 2.91614
1.32115 2.71572 2.91386
1.33518 2.74631 2.91166
1.34938 2.77722 2.90954
1.36374 2.80847 2.90752
1.37827 2.84005 2.90557
1.39297 2.87196 2.90372
1.40785 2.90422 2.90196
1.4229 2.93682 2.90029
1.43813 2.96978 2.89872
1.45354 3.00308 2.89724
1.46912 3.03675 2.89586
1.48489 3.07077 2.89458
1.50084 3.10517 2.8934
1.51698 3.13993 2.89233
1.5333 3.17506 2.89136
1.54981 3.21058 2.8905
1.56652 3.24647 2.88975
1.58341 3.28276 2.88911
1.6005 3.31943 2.88859
1.61779 3.3565 2.88819
1.63528 3.39397 2.8879
1.65297 3.43184 2.88773
1.67086 3.47013 2.88769
1.68895 3.50882 2.88778
1.70725 3.54794 2.888
1.72577 3.58748 2.88834
1.74449 3.62744 2.88883
1.76343 3.66783 2.88945
1.78258 3.70867 2.89021
1.80195 3.74994 2.89111
1.82154 3.79166 2.89216
1.84135 3.83383 2.89335
1.86139 3.87645 2.8947
1.88165 3.91954 2.89621
1.90215 3.96309 2.89787
1.92287 4.00711 2.89969
1.94383 4.0516 2.90168
1.96503 4.09658 2.90384
1.98647 4.14204 2.90617
2.00814 4.18799 2.90867
2.03006 4.23444 2.91135
2.05223 4.28139 2.91422
2.07465 4.32884 2.91727
2.09732 4.37681 2.92051
2.12024 4.42529 2.92395
2.14342 4.4743 2.92758
2.16686 4.52383 2.93142
2.19056 4.57389 2.93547
2.21452 4.62449 2.93972
2.23876 4.67564 2.94419
2.26326 4.72733 2.94888
2.28804 4.77958 2.95379
2.31309 4.83239 2.95894
2.33843 4.88576 2.96432
2.36404 4.9397 2.96993
2.38994 4.99423 2.97579
2.41613 5.04933 2.9819
2.44261 5.10502 2.98827
2.46938 5.16131 2.99489
2.49645 5.2182 3.00178
2.52381 5.27569 3.00894
2.55148 5.33379 3.01638
2.57946 5.39251 3.02409
2.60775 5.45186 3.0321
2.63634 5.51183 3.0404
2.66526 5.57244 3.049
2.69449 5.63369 3.05791
2.72404 5.69559 3.06713
2.75392 5.75814 3.07668
2.78413 5.82135 3.08654
2.81467 5.88522 3.09675
2.84554 5.94977 3.10729
2.87675 6.01499 3.11818
2.90831 6.0809 3.12943
2.9402 6.14749 3.14104
2.97245 6.21479 3.15301
3.00505 6.28278 3.16537
3.03801 6.35148 3.17812
3.07132 6.4209 3.19125
3.105 6.49103 3.2048
3.13905 6.56189 3.21875
3.17346 6.63349 3.23312
3.20825 6.70582 3.24792
3.24341 6.7789 3.26316
3.27896 6.85273 3.27884
3.31489 6.92732 3.29499
3.35121 7.00267 3.31159
3.38792 7.07879 3.32868
3.42503 7.15568 3.34625
3.46253 7.23336 3.36431
3.50044 7.31182 3.38289
3.53876 7.39108 3.40197
3.57749 7.47113 3.42159
3.61664 7.55199 3.44175
3.6562 7.63367 3.46245
3.69619 7.71616 3.48372
3.7366 7.79947 3.50556
3.77745 7.88361 3.52799
3.81873 7.96859 3.55102
3.86044 8.0544 3.57465
3.90261 8.14107 3.59891
3.94521 8.22858 3.6238
3.98827 8.31695 3.64934
4.03179 8.40618 3.67555
4.07576 8.49628 3.70243
4.1202 8.58725 3.73
4.16511 8.6791 3.75828
4.21048 8.77184 3.78727
4.25633 8.86546 3.817
4.30267 8.95997 3.84748
4.34948 9.05538 3.87872
4.39679 9.15169 3.91074
4.44458 9.24891 3.94356
4.49287 9.34703 3.97719
4.54167 9.44608 4.01165
4.59096 9.54604 4.04695
4.64077 9.64692 4.08311
4.69109 9.74873 4.12016
4.74192 9.85147 4.1581
4.79328 9.95514 4.19696
4.84516 10.0597 4.23676
4.89757 10.1653 4.27751
4.95052 10.2718 4.31922
5.004 10.3792 4.36194
5.05802 10.4876 4.40566
5.11259 10.5969 4.45041
5.16771 10.7072 4.49622
5.22338 10.8184 4.5431
5.27961 10.9306 4.59107
5.33641 11.0438 4.64016
5.39376 11.1578 4.69039
5.45169 11.2729 4.74177
5.51019 11.3889 4.79434
5.56926 11.5058 4.84811
5.62892 11.6238 4.90311
5.68916 11.7426 4.95937
5.74999 11.8624 5.0169
5.81141 11.9832 5.07572
5.87343 12.1049 5.13588
5.93604 12.2276 5.19738
5.99926 12.3512 5.26026
6.06308 12.4757 5.32455
6.12751 12.6012 5.39026
6.19256 12.7276 5.45742
6.25821 12.8549 5.52607
6.32449 12.9832 5.59623
6.39139 13.1123 5.66792
6.45891 13.2424 5.74118
6.52706 13.3734 5.81603
6.59584 13.5053 5.8925
6.66525 13.638 5.97062
6.73529 13.7716 6.05043
6.80598 13.9061 6.13194
6.8773 14.0415 6.2152
6.94926 14.1777 6.30023
7.02187 14.3147 6.38706
7.09512 14.4526 6.47572
7.16902 14.5912 6.56625
7.24356 14.7307 6.65868
7.31876 14.871 6.75303
7.39461 15.012 6.84935
7.47111 15.1537 6.94766
7.54826 15.2962 7.048
7.62607 15.4394 7.1504
7.70453 15.5833 7.25489
7.78364 15.7279 7.36152
7.86341 15.8732 7.4703
7.94384 16.019 7.58128
8.02492 16.1655 7.69449
8.10665 16.3126 7.80997
8.18904 16.4602 7.92775
8.27207 16.6084 8.04786
8.35576 16.7571 8.17034
8.4401 16.9063 8.29522
8.52508 17.0559 8.42255
8.61072 17.2059 8.55235
8.69699 17.3564 8.68466
8.7839 17.5072 8.81952
8.87145 17.6583 8.95696
8.95964 17.8097 9.09701
9.04845 17.9614 9.23972
9.1379 18.1133 9.38511
9.22796 18.2654 9.53323
9.31864 18.4176 9.6841
9.40994 18.5699 9.83776
9.50184 18.7222 9.99424
9.59434 18.8746 10.1536
9.68744 19.0269 10.3158
9.78113 19.1792 10.481
9.8754 19.3313 10.6491
9.97025 19.4832 10.8202
10.0657 19.6349 10.9943
10.1616 19.7862 11.1715
10.2581 19.9373 11.3518
10.3552 20.0879 11.5351
10.4528 20.2381 11.7217
10.5509 20.3877 11.9114
10.6495 20.5368 12.1042
10.7487 20.6852 12.3004
10.8483 20.8329 12.4997
10.9483 20.9798 12.7024
11.0489 21.1259 12.9083
11.1499 21.271 13.1176
11.2513 21.4152 13.3302
11.3531 21.5583 13.5462
11.4554 21.7002 13.7655
11.558 21.841 13.9883
11.6611 21.9804 14.2145
11.7644 22.1185 14.4441
11.8681 22.2551 14.6771
11.9722 22.3902 14.9136
12.0765 22.5236 15.1536
12.1811 22.6554 15.397
12.286 22.7853 15.6439
12.3911 22.9134 15.8943
12.4964 23.0395 16.1482
12.6019 23.1635 16.4055
12.7076 23.2854 16.6664
12.8135 23.4049 16.9307
12.9194 23.5222 17.1984
13.0255 23.637 17.4697
13.1317 23.7492 17.7443
13.2379 23.8588 18.0224
13.3441 23.9656 18.3039
13.4503 24.0696 18.5888
13.5564 24.1706 18.877
13.6626 24.2686 19.1686
13.7686 24.3634 19.4635
13.8744 24.4549 19.7616
13.9802 24.543 20.063
14.0857 24.6277 20.3676
14.191 24.7087 20.6753
14.296 24.7861 20.9862
14.4008 24.8597 21.3001
14.5052 24.9293 21.6169
14.6092 24.995 21.9368
14.7129 25.0565 22.2595
14.8161 25.1137 22.585
14.9188 25.1666 22.9133
15.021 25.2151 23.2443
15.1227 25.2591 23.5778
15.2238 25.2983 23.9139
15.3242 25.3328 24.2524
15.4239 25.3625 24.5933
15.5229 25.3872 24.9364
15.6212 25.4068 25.2816
15.7186 25.4213 25.629
15.8152 25.4305 25.9783
15.9109 25.4343 26.3294
16.0057 25.4327 26.6823
16.0995 25.4256 27.0368
16.1922 25.4129 27.3928
16.2838 25.3944 27.7501
16.3744 25.3702 28.1088
16.4637 25.3401 28.4685
16.5519 25.304 28.8292
16.6388 25.262 29.1908
16.7243 25.2139 29.5531
16.8086 25.1596 29.9159
16.8913 25.0991 30.2792
16.9727 25.0324 30.6427
17.0525 24.9593 31.0063
17.1308 24.8799 31.3698
17.2075 24.7941 31.7332
17.2825 24.7018 32.0961
17.3559 24.6031 32.4585
17.4275 24.4979 32.8202
17.4973 24.3861 33.1811
17.5652 24.2678 33.5408
17.6313 24.1429 33.8994
17.6954 24.0115 34.2565
17.7576 23.8735 34.6121
17.8177 23.7289 34.9659
17.8758 23.5778 35.3178
17.9318 23.4201 35.6675
17.9856 23.256 36.015
18.0372 23.0853 36.3599
18.0865 22.9082 36.7022
18.1336 22.7247 37.0417
18.1783 22.5349 37.3782
18.2207 22.3387 37.7114
18.2607 22.1363 38.0413
18.2982 21.9277 38.3677
18.3332 21.7131 38.6903
18.3658 21.4924 39.009
18.3958 21.2657 39.3236
18.4232 21.0333 39.634
18.448 20.795 39.94
18.4701 20.5512 40.2415
18.4896 20.3018 40.5382
18.5063 20.047 40.83
18.5204 19.7868 41.1168
18.5317 19.5216 41.3984
18.5402 19.2513 41.6747
18.5459 18.976 41.9455
18.5488 18.6961 42.2107
18.5488 18.4115 42.4702
18.546 18.1225 42.7238
18.5403 17.8292 42.9715
18.5318 17.5317 43.213
18.5203 17.2303 43.4484
18.506 16.9251 43.6774
18.4887 16.6163 43.9001
18.4685 16.304 44.1162
18.4454 15.9885 44.3258
18.4194 15.6698 44.5287
18.3904 15.3483 44.7249
18.3585 15.024 44.9143
18.3237 14.6973 45.0969
18.286 14.3681 45.2725
18.2454 14.0369 45.4412
