1000 4.15912
2000 7.3814
3000 3.46638
4000 3.43873
5000 4.59524
6000 3.20905
7000 4.47356
8000 3.59933
9000 3.26298
10000 4.81252
11000 3.57117
12000 4.17092
13000 5.98359
14000 3.44233
15000 3.60577
16000 2.35169
17000 4.63423
18000 3.23316
19000 2.7122
20000 4.7732
21000 5.1653
22000 3.1817
23000 2.98953
24000 4.35617
25000 3.56884
26000 2.83451
27000 3.45769
28000 3.00445
29000 3.2584
30000 4.05076
31000 3.61455
32000 4.08358
33000 2.87232
34000 4.36693
35000 4.33101
36000 4.22787
37000 5.04582
38000 3.99602
39000 3.50526
40000 4.67624
41000 4.89088
42000 3.85156
43000 3.67182
44000 3.90451
45000 3.12664
46000 4.64128
47000 3.48129
48000 4.41278
49000 3.62896
50000 4.47145
51000 4.31322
52000 3.55473
53000 5.53542
54000 4.58713
55000 4.38671
56000 4.61546
57000 4.36806
58000 4.57931
59000 3.42413
60000 3.46875
61000 3.70737
62000 4.49737
63000 2.96501
64000 7.10949
65000 3.94938
66000 3.03862
67000 3.30706
68000 4.20249
69000 3.89853
70000 3.64274
71000 5.09372
72000 3.16832
73000 4.80298
74000 4.55173
75000 4.13991
76000 4.14999
77000 3.26053
78000 3.28778
79000 3.88482
80000 3.09208
81000 5.04514
82000 3.80858
83000 3.90084
84000 3.68376
85000 3.87283
86000 3.81517
87000 4.19341
88000 3.59029
89000 4.45632
90000 4.37411
91000 2.87514
92000 3.92025
93000 3.96452
94000 2.86335
95000 3.69538
96000 4.70661
97000 2.84476
98000 4.11289
99000 3.18296
100000 3.46317
