1000 3.37865
2000 4.59609
3000 3.06829
4000 2.85617
5000 3.42632
6000 4.76183
7000 3.33148
8000 3.36705
9000 2.4525
10000 3.19261
11000 2.47462
12000 3.82506
13000 3.65206
14000 2.57864
15000 3.68937
16000 2.85144
17000 2.91644
18000 2.68592
19000 2.96317
20000 2.88024
21000 4.04589
22000 3.75606
23000 3.37969
24000 3.87444
25000 4.53445
26000 3.42758
27000 2.84519
28000 4.31501
29000 2.24776
30000 3.77674
31000 3.4906
32000 4.82035
33000 2.82248
34000 4.02432
35000 2.77554
36000 3.43729
37000 4.36994
38000 3.4579
39000 3.17729
40000 3.46498
41000 3.17132
42000 4.19059
43000 2.17331
44000 3.72959
45000 3.71846
46000 3.54567
47000 5.38524
48000 3.82379
49000 5.10033
50000 3.7092
51000 3.46598
52000 3.65358
53000 3.47188
54000 3.23001
55000 3.84515
56000 3.40555
57000 5.13248
58000 3.24948
59000 4.01876
60000 2.85824
61000 3.56357
62000 3.31929
63000 3.75106
64000 4.9103
65000 3.83632
66000 3.81959
67000 2.90346
68000 4.10276
69000 4.49798
70000 3.49918
71000 5.31747
72000 3.43218
73000 4.60075
74000 2.84129
75000 3.51121
76000 3.99594
77000 3.54927
78000 3.79156
79000 3.23898
80000 3.7775
81000 3.00125
82000 3.8255
83000 3.58342
84000 2.90754
85000 5.17978
86000 2.26348
87000 3.72932
88000 3.31138
89000 2.67654
90000 3.41833
91000 3.77576
92000 4.53262
93000 4.49132
94000 3.43918
95000 3.72247
96000 3.72544
97000 2.76052
98000 3.22773
99000 3.23964
100000 3.89673
