14.3048 6.58547 54.8309 
13.7866 8.16554 54.1082 
13.2906 9.90229 53.3622 
12.7829 11.7584 52.5713 
12.2271 13.7096 51.7127 
11.5788 15.7372 50.762 
10.7782 17.82 49.6962 
9.73902 19.9244 48.5038 
8.32944 21.9911 47.2103 
6.33557 23.914 45.9399 
3.38029 25.4875 45.0737 
-1.28517 26.1879 45.7 
-9.37076 23.6517 51.0447 
14.0967 10.3871 51.6763 
13.3693 11.5372 50.7921 
12.646 12.8311 49.9008 
11.8947 14.2273 48.9974 
11.078 15.6987 48.0751 
10.1477 17.2235 47.1282 
9.03524 18.7764 46.1598 
7.63797 20.3176 45.1998 
5.79318 21.7759 44.3468 
3.22531 23.0108 43.8654 
-0.577017 23.6793 44.4403 
-6.6736 22.5332 47.8889 
-17.1973 12.1409 58.2292 
13.4671 13.3237 48.116 
12.5543 14.0131 47.2077 
11.6271 14.839 46.3167 
10.6548 15.7619 45.4561 
9.5984 16.7555 44.6362 
8.40311 17.7978 43.8718 
6.98735 18.8595 43.196 
5.2238 19.8901 42.6902 
2.90289 20.7872 42.5489 
-0.345355 21.3054 43.2345 
-5.23133 20.6641 45.8661 
-13.1476 15.2942 52.957 
-23.8997 -14.8653 58.6532 
12.4678 15.2799 44.4354 
11.3991 15.5334 43.6435 
10.296 15.9227 42.8976 
9.12825 16.4139 42.2284 
7.85252 16.9836 41.6635 
6.40352 17.6074 41.2407 
4.6796 18.2461 41.0307 
2.51629 18.82 41.1837 
-0.366353 19.1399 42.0296 
-4.47518 18.6575 44.3085 
-10.7494 15.2979 49.5949 
-20.0873 -0.874946 57.9648 
-16.0442 -32.6006 14.7409 
11.179 16.2758 40.9529 
9.98321 16.1653 40.3946 
8.7303 16.1938 39.9131 
7.38778 16.334 39.5547 
5.90406 16.5629 39.3659 
4.19724 16.8472 39.4131 
2.13533 17.1205 39.8184 
-0.501044 17.2278 40.8293 
-4.09186 16.7505 42.9639 
-9.30408 14.3092 47.2564 
-16.9692 4.34536 54.474 
-22.1199 -28.2021 43.4849 
11.1083 24.0443 4.69886 
9.69827 16.4623 37.9518 
8.39681 16.0857 37.7045 
7.01094 15.8506 37.5668 
5.50186 15.7338 37.6001 
3.80402 15.7054 37.8736 
1.8101 15.7074 38.4933 
-0.656459 15.6074 39.6543 
-3.89204 15.0664 41.738 
-8.39393 13.0765 45.4592 
-14.8177 6.10947 51.4969 
-21.5314 -16.9573 51.3682 
-5.46977 -12.4767 -1.39561 
21.7291 25.2682 44.5605 
8.1259 16.0806 35.6272 
6.72713 15.5368 35.7259 
5.2099 15.1314 35.9721 
3.52333 14.8379 36.4443 
1.57989 14.6049 37.2424 
-0.765281 14.3166 38.5292 
-3.75099 13.6878 40.5998 
-7.76459 11.9327 43.9741 
-13.3201 6.5807 49.1726 
-19.8374 -9.97175 52.1637 
-14.8886 -28.4289 17.0693 
16.2351 29.4815 20.7933 
19.4497 6.84433 52.6891 
6.55081 15.4037 34.0636 
5.04674 14.7729 34.5112 
3.38013 14.2664 35.1544 
1.48027 13.84 36.0951 
-0.773268 13.3925 37.4777 
-3.57825 12.6794 39.5433 
-7.24879 11.0616 42.6919 
-12.2015 6.68203 47.3292 
-18.2475 -5.9014 51.2428 
-18.4795 -28.4504 31.459 
7.27981 15.5698 2.94175 
20.487 18.1269 47.3707 
15.1071 -3.11878 49.6982 
5.0408 14.6829 33.2451 
3.40548 14.0158 34.0288 
1.54861 13.44 35.074 
-0.630675 12.8686 36.5176 
-3.30009 12.0922 38.5682 
-6.72435 10.58 41.5543 
-11.2582 6.86827 45.8204 
-16.8974 -3.16924 50.0697 
-19.5297 -24.3441 39.4832 
-1.1774 -2.65859 -0.557261 
19.328 25.5634 37.3117 
17.2064 3.32184 50.2162 
11.2158 -7.64623 45.5881 
3.63765 14.1125 33.0866 
1.82644 13.4282 34.1945 
-0.287622 12.7697 35.6585 
-2.84959 11.9609 37.6696 
-6.09072 10.5605 40.5172 
-10.3302 7.38674 44.5296 
-15.6845 -0.831292 48.9949 
-19.6229 -19.6819 44.1159 
-7.71131 -16.2021 4.97351 
16.5391 27.4652 25.4874 
18.5342 9.4127 49.264 
13.0102 -4.46708 46.9362 
7.98844 -9.80645 42.1521 
2.35667 13.8184 33.4691 
0.305047 13.105 34.9052 
-2.16413 12.296 36.8371 
-5.25872 11.032 39.5357 
-9.28008 8.36029 43.3438 
-14.4475 1.63644 48.0059 
-19.2803 -14.8149 47.1805 
-12.6635 -24.2322 14.3097 
12.6635 24.2322 14.3097 
19.2803 14.8149 47.1805 
14.4475 -1.63644 48.0059 
9.28008 -8.36029 43.3438 
5.25872 -11.032 39.5357 
1.1889 13.8618 34.2714 
-1.19064 13.0772 36.0675 
-4.15247 11.9739 38.571 
-7.98844 9.80645 42.1521 
-13.0102 4.46708 46.9362 
-18.5342 -9.4127 49.264 
-16.5391 -27.4652 25.4874 
7.71131 16.2021 4.97351 
19.6229 19.6819 44.1159 
15.6845 0.831292 48.9949 
10.3302 -7.38674 44.5296 
6.09072 -10.5605 40.5172 
2.84959 -11.9609 37.6696 
0.104001 14.2531 35.3897 
-2.72056 13.3177 37.6203 
-6.36665 11.6469 40.8817 
-11.2158 7.64623 45.5881 
-17.2064 -3.32184 50.2162 
-19.328 -25.5634 37.3117 
1.1774 2.65859 -0.557261 
19.5297 24.3441 39.4832 
16.8974 3.16924 50.0697 
11.2582 -6.86827 45.8204 
6.72435 -10.58 41.5543 
3.30009 -12.0922 38.5682 
0.630675 -12.8686 36.5176 
-0.947918 14.966 36.7503 
-4.37624 13.7415 39.5537 
-8.97342 10.9714 43.8754 
