1.0000000000000000e+00 6.4016803520587362e-03
1.0000000000000001e-01 3.5201280200514162e-05
1.0000000000000000e-02 3.2320840975819110e-07
1.0000000000000000e-03 3.2032805297177447e-09
1.0000000000000000e-04 3.2004121575113231e-11
1.0000000000000001e-05 3.2013280915066389e-13
1.0000000000000002e-06 3.2751579226442118e-15
1.0000000000000002e-07 1.6653345369377348e-16
1.0000000000000002e-08 1.6653345369377348e-16
1.0000000000000003e-09 1.6653345369377348e-16
1.0000000000000003e-10 1.6653345369377348e-16
1.0000000000000003e-11 1.6653345369377348e-16
1.0000000000000002e-12 1.6653345369377348e-16
1.0000000000000002e-13 1.6653345369377348e-16
