1.0000000000000000e+00 1.0003200510075446e+01
1.0000000000000001e-01 8.0008160040802800e-01
1.0000000000000000e-02 8.0008001606957979e-02
1.0000000000000000e-03 8.0008000066031926e-03
1.0000000000000000e-04 8.0008001405751372e-04
1.0000000000000001e-05 8.0008017671606702e-05
1.0000000000000002e-06 8.0008082735671948e-06
1.0000000000000002e-07 8.0009248504264718e-07
1.0000000000000002e-08 8.0019279535825660e-08
1.0000000000000003e-09 8.0084344711295330e-09
1.0000000000000003e-10 8.0789253065205457e-10
1.0000000000000003e-11 9.2175489463386384e-11
1.0000000000000002e-12 1.6267098779110256e-11
1.0000000000000002e-13 1.6267098779110256e-11
